Month,Fish_Weight,Survival_Rate,Age_Months,Temperature,Dissolved_Oxygen,pH,Salinity (ppt)
February,278.1,93.05,1.0,26.5,6.47,7.34,4.38
February,278.1,93.05,1.0,26.5,6.47,7.34,3.69
February,278.1,93.05,1.0,26.5,6.47,7.34,4.05
February,278.1,93.05,1.0,26.5,6.47,7.34,3.33
February,278.1,93.05,1.0,26.5,6.47,7.34,3.49
February,278.1,93.05,1.0,26.5,6.47,7.34,4.26
February,278.1,93.05,1.0,26.5,6.47,7.34,1.32
February,278.1,93.05,1.0,26.5,6.47,7.34,2.5
February,278.1,93.05,1.0,26.5,6.47,7.34,1.18
February,278.1,93.05,1.0,26.5,6.47,7.34,4.94
February,278.1,93.05,1.0,26.5,6.47,7.34,4.73
February,278.1,93.05,1.0,26.5,6.47,7.34,0.29
February,278.1,93.05,1.0,26.5,6.47,7.34,3.56
February,278.1,93.05,1.0,26.5,6.47,7.34,4.63
February,278.1,93.05,1.0,26.5,6.47,7.34,0.98
February,278.1,93.05,1.0,26.5,6.47,7.34,2.88
February,278.1,93.05,1.0,26.5,6.47,7.34,4.59
February,278.1,93.05,1.0,26.5,6.47,7.34,0.27
February,278.1,93.05,1.0,26.5,6.47,7.34,3.52
February,278.1,93.05,1.0,26.5,6.47,7.34,1.56
February,278.1,93.05,1.0,26.5,6.47,7.34,4.63
February,278.1,93.05,1.0,26.5,6.47,7.34,4.86
February,278.1,93.05,1.0,26.5,6.47,7.34,4.73
February,278.1,93.05,1.0,26.5,6.47,7.34,2.42
February,278.1,93.05,1.0,26.5,6.47,7.34,4.32
February,278.1,93.05,1.0,26.5,6.47,7.34,4.24
February,278.1,93.05,1.0,26.5,6.47,7.34,1.66
February,278.1,93.05,1.0,26.5,6.47,7.34,4.16
February,278.1,93.05,1.0,26.5,6.47,7.34,0.28
February,278.1,93.05,1.0,26.5,6.47,7.34,3.02
February,278.1,93.05,1.0,26.5,6.47,7.34,1.23
February,278.1,93.05,1.0,26.5,6.47,7.34,0.69
February,278.1,93.05,1.0,26.5,6.47,7.34,0.48
February,278.1,93.05,1.0,26.5,6.47,7.34,3.51
February,278.1,93.05,1.0,26.5,6.47,7.34,1.77
February,278.1,93.05,1.0,26.5,6.47,7.34,3.65
February,278.1,93.05,1.0,26.5,6.47,7.34,0.42
February,278.1,93.05,1.0,26.5,6.47,7.34,1.64
February,278.1,93.05,1.0,26.5,6.47,7.34,2.74
February,278.1,93.05,1.0,26.5,6.47,7.34,3.97
February,278.1,93.05,1.0,26.5,6.47,7.34,1.66
February,278.1,93.05,1.0,26.5,6.47,7.34,3.17
February,278.1,93.05,1.0,26.5,6.47,7.34,4.44
February,278.1,93.05,1.0,26.5,6.47,7.34,3.12
February,278.1,93.05,1.0,26.5,6.47,7.34,1.24
February,278.1,93.05,1.0,26.5,6.47,7.34,0.22
February,278.1,93.05,1.0,26.5,6.47,7.34,4.36
February,278.1,93.05,1.0,26.5,6.47,7.34,0.2
February,278.1,93.05,1.0,26.5,6.47,7.34,4.39
February,278.1,93.05,1.0,26.5,6.47,7.34,2.69
February,278.1,93.05,1.0,26.5,6.47,7.34,4.7
February,278.1,93.05,1.0,26.5,6.47,7.34,4.01
February,278.1,93.05,1.0,26.5,6.47,7.34,4.99
February,278.1,93.05,1.0,26.5,6.47,7.34,1.82
February,278.1,93.05,1.0,26.5,6.47,7.34,3.86
February,278.1,93.05,1.0,26.5,6.47,7.34,2.07
February,278.1,93.05,1.0,26.5,6.47,7.34,2.45
February,278.1,93.05,1.0,26.5,6.47,7.34,3.17
February,278.1,93.05,1.0,26.5,6.47,7.34,4.38
February,278.1,93.05,1.0,26.5,6.47,7.34,4.92
February,278.1,93.05,1.0,26.5,6.47,7.34,3.86
February,278.1,93.05,1.0,26.5,6.47,7.34,2.15
February,278.1,93.05,1.0,26.5,6.47,7.34,2.16
February,278.1,93.05,1.0,26.5,6.47,7.34,3.71
February,278.1,93.05,1.0,26.5,6.47,7.34,1.27
February,278.1,93.05,1.0,26.5,6.47,7.34,0.64
February,278.1,93.05,1.0,26.5,6.47,7.34,1.84
February,278.1,93.05,1.0,26.5,6.47,7.34,1.51
February,278.1,93.05,1.0,26.5,6.47,7.34,1.55
February,278.1,93.05,1.0,26.5,6.47,7.34,1.24
February,278.1,93.05,1.0,26.5,6.47,7.34,0.31
February,278.1,93.05,1.0,26.5,6.47,7.34,0.19
February,278.1,93.05,1.0,26.5,6.47,7.34,4.94
February,278.1,93.05,1.0,26.5,6.47,7.34,2.2
February,278.1,93.05,1.0,26.5,6.47,7.34,1.98
February,278.1,93.05,1.0,26.5,6.47,7.34,3.43
February,278.1,93.05,1.0,26.5,6.47,7.34,1.17
February,278.1,93.05,1.0,26.5,6.47,7.34,4.75
February,278.1,93.05,1.0,26.5,6.47,7.34,3.95
February,278.1,93.05,1.0,26.5,6.47,7.34,0.54
February,278.1,93.05,1.0,26.5,6.47,7.34,2.15
February,278.1,93.05,1.0,26.5,6.47,7.34,4.41
February,278.1,93.05,1.0,26.5,6.47,7.34,4.73
February,278.1,93.05,1.0,26.5,6.47,7.34,2.39
February,278.1,93.05,1.0,26.5,6.47,7.34,3.11
February,278.1,93.05,1.0,26.5,6.47,7.34,0.92
February,278.1,93.05,1.0,26.5,6.47,7.34,4.96
February,278.1,93.05,1.0,26.5,6.47,7.34,1.24
February,278.1,93.05,1.0,26.5,6.47,7.34,4.72
February,278.1,93.05,1.0,26.5,6.47,7.34,3.28
February,278.1,93.05,1.0,26.5,6.47,7.34,3.08
February,278.1,93.05,1.0,26.5,6.47,7.34,2.61
February,278.1,93.05,1.0,26.5,6.47,7.34,1.23
February,278.1,93.05,1.0,26.5,6.47,7.34,0.96
February,278.1,93.05,1.0,26.5,6.47,7.34,1.18
February,278.1,93.05,1.0,26.5,6.47,7.34,1.01
February,278.1,93.05,1.0,26.5,6.47,7.34,3.92
February,278.1,93.05,1.0,26.5,6.47,7.34,1.82
February,278.1,93.05,1.0,26.5,6.47,7.34,0.38
February,278.1,93.05,1.0,26.5,6.47,7.34,4.85
February,278.1,93.05,1.0,26.5,6.47,7.34,4.43
February,278.1,93.05,1.0,26.5,6.47,7.34,4.65
February,278.1,93.05,1.0,26.5,6.47,7.34,4.98
February,278.1,93.05,1.0,26.5,6.47,7.34,0.95
February,278.1,93.05,1.0,26.5,6.47,7.34,2.04
February,278.1,93.05,1.0,26.5,6.47,7.34,3.82
February,278.1,93.05,1.0,26.5,6.47,7.34,3.51
February,278.1,93.05,1.0,26.5,6.47,7.34,0.85
February,278.1,93.05,1.0,26.5,6.47,7.34,4.1
February,278.1,93.05,1.0,26.5,6.47,7.34,1.2
February,278.1,93.05,1.0,26.5,6.47,7.34,1.2
February,278.1,93.05,1.0,26.5,6.47,7.34,2.73
February,278.1,93.05,1.0,26.5,6.47,7.34,3.01
February,278.1,93.05,1.0,26.5,6.47,7.34,2.94
February,278.1,93.05,1.0,26.5,6.47,7.34,0.55
February,278.1,93.05,1.0,26.5,6.47,7.34,4.4
February,278.1,93.05,1.0,26.5,6.47,7.34,1.4
February,278.1,93.05,1.0,26.5,6.47,7.34,0.73
February,278.1,93.05,1.0,26.5,6.47,7.34,4.45
February,278.1,93.05,1.0,26.5,6.47,7.34,4.78
February,278.1,93.05,1.0,26.5,6.47,7.34,4.32
February,278.1,93.05,1.0,26.5,6.47,7.34,4.07
February,278.1,93.05,1.0,26.5,6.47,7.34,3.31
February,278.1,93.05,1.0,26.5,6.47,7.34,2.8
February,278.1,93.05,1.0,26.5,6.47,7.34,0.53
February,278.1,93.05,1.0,26.5,6.47,7.34,2.1
February,278.1,93.05,1.0,26.5,6.47,7.34,1.93
February,278.1,93.05,1.0,26.5,6.47,7.34,1.37
February,278.1,93.05,1.0,26.5,6.47,7.34,3.64
February,278.1,93.05,1.0,26.5,6.47,7.34,2.53
February,278.1,93.05,1.0,26.5,6.47,7.34,0.5
February,278.1,93.05,1.0,26.5,6.47,7.34,1.18
February,278.1,93.05,1.0,26.5,6.47,7.34,3.45
February,278.1,93.05,1.0,26.5,6.47,7.34,0.47
February,278.1,93.05,1.0,26.5,6.47,7.34,4.27
February,278.1,93.05,1.0,26.5,6.47,7.34,2.53
February,278.1,93.05,1.0,26.5,6.47,7.34,2.45
February,278.1,93.05,1.0,26.5,6.47,7.34,3.0
February,278.1,93.05,1.0,26.5,6.47,7.34,4.14
February,278.1,93.05,1.0,26.5,6.47,7.34,1.8
February,278.1,93.05,1.0,26.5,6.47,7.34,3.42
February,278.1,93.05,1.0,26.5,6.47,7.34,2.87
February,278.1,93.05,1.0,26.5,6.47,7.34,1.41
February,278.1,93.05,1.0,26.5,6.47,7.34,4.41
February,278.1,93.05,1.0,26.5,6.47,7.34,4.01
February,278.1,93.05,1.0,26.5,6.47,7.34,3.33
February,278.1,93.05,1.0,26.5,6.47,7.34,4.27
February,278.1,93.05,1.0,26.5,6.47,7.34,4.35
February,278.1,93.05,1.0,26.5,6.47,7.34,3.57
February,278.1,93.05,1.0,26.5,6.47,7.34,4.2
February,278.1,93.05,1.0,26.5,6.47,7.34,3.52
February,278.1,93.05,1.0,26.5,6.47,7.34,3.43
February,278.1,93.05,1.0,26.5,6.47,7.34,3.13
February,278.1,93.05,1.0,26.5,6.47,7.34,3.79
February,278.1,93.05,1.0,26.5,6.47,7.34,0.88
February,278.1,93.05,1.0,26.5,6.47,7.34,4.42
February,278.1,93.05,1.0,26.5,6.47,7.34,4.37
February,278.1,93.05,1.0,26.5,6.47,7.34,0.24
February,278.1,93.05,1.0,26.5,6.47,7.34,4.15
February,278.1,93.05,1.0,26.5,6.47,7.34,0.73
February,278.1,93.05,1.0,26.5,6.47,7.34,1.74
February,278.1,93.05,1.0,26.5,6.47,7.34,3.74
February,278.1,93.05,1.0,26.5,6.47,7.34,0.89
February,278.1,93.05,1.0,26.5,6.47,7.34,4.11
February,278.1,93.05,1.0,26.5,6.47,7.34,4.18
February,278.1,93.05,1.0,26.5,6.47,7.34,2.59
February,278.1,93.05,1.0,26.5,6.47,7.34,0.13
February,278.1,93.05,1.0,26.5,6.47,7.34,1.51
February,278.1,93.05,1.0,26.5,6.47,7.34,3.12
February,278.1,93.05,1.0,26.5,6.47,7.34,4.91
February,278.1,93.05,1.0,26.5,6.47,7.34,3.2
February,278.1,93.05,1.0,26.5,6.47,7.34,1.37
February,278.1,93.05,1.0,26.5,6.47,7.34,3.21
February,278.1,93.05,1.0,26.5,6.47,7.34,2.75
February,278.1,93.05,1.0,26.5,6.47,7.34,3.92
February,278.1,93.05,1.0,26.5,6.47,7.34,0.62
February,278.1,93.05,1.0,26.5,6.47,7.34,3.83
February,278.1,93.05,1.0,26.5,6.47,7.34,2.75
February,278.1,93.05,1.0,26.5,6.47,7.34,4.82
February,278.1,93.05,1.0,26.5,6.47,7.34,1.78
February,278.1,93.05,1.0,26.5,6.47,7.34,3.2
February,278.1,93.05,1.0,26.5,6.47,7.34,4.67
February,278.1,93.05,1.0,26.5,6.47,7.34,0.6
February,278.1,93.05,1.0,26.5,6.47,7.34,4.69
February,278.1,93.05,1.0,26.5,6.47,7.34,3.47
February,278.1,93.05,1.0,26.5,6.47,7.34,0.43
February,278.1,93.05,1.0,26.5,6.47,7.34,1.57
February,278.1,93.05,1.0,26.5,6.47,7.34,3.57
February,278.1,93.05,1.0,26.5,6.47,7.34,0.43
February,278.1,93.05,1.0,26.5,6.47,7.34,2.95
February,278.1,93.05,1.0,26.5,6.47,7.34,1.79
February,278.1,93.05,1.0,26.5,6.47,7.34,3.14
February,278.1,93.05,1.0,26.5,6.47,7.34,0.32
February,278.1,93.05,1.0,26.5,6.47,7.34,4.37
February,278.1,93.05,1.0,26.5,6.47,7.34,4.87
February,278.1,93.05,1.0,26.5,6.47,7.34,4.85
February,278.1,93.05,1.0,26.5,6.47,7.34,3.77
February,278.1,93.05,1.0,26.5,6.47,7.34,0.74
February,278.1,93.05,1.0,26.5,6.47,7.34,3.82
February,278.1,93.05,1.0,26.5,6.47,7.34,0.22
February,278.1,93.05,1.0,26.5,6.47,7.34,0.21
February,278.1,93.05,1.0,26.5,6.47,7.34,1.69
February,278.1,93.05,1.0,26.5,6.47,7.34,2.49
February,278.1,93.05,1.0,26.5,6.47,7.34,3.87
February,278.1,93.05,1.0,26.5,6.47,7.34,3.45
February,278.1,93.05,1.0,26.5,6.47,7.34,2.28
February,278.1,93.05,1.0,26.5,6.47,7.34,1.44
February,278.1,93.05,1.0,26.5,6.47,7.34,4.99
February,278.1,93.05,1.0,26.5,6.47,7.34,2.19
February,278.1,93.05,1.0,26.5,6.47,7.34,2.31
February,278.1,93.05,1.0,26.5,6.47,7.34,0.9
February,278.1,93.05,1.0,26.5,6.47,7.34,3.99
February,278.1,93.05,1.0,26.5,6.47,7.34,3.5
February,278.1,93.05,1.0,26.5,6.47,7.34,1.18
February,278.1,93.05,1.0,26.5,6.47,7.34,0.5
February,278.1,93.05,1.0,26.5,6.47,7.34,3.43
February,278.1,93.05,1.0,26.5,6.47,7.34,3.31
February,278.1,93.05,1.0,26.5,6.47,7.34,1.44
February,278.1,93.05,1.0,26.5,6.47,7.34,4.76
February,278.1,93.05,1.0,26.5,6.47,7.34,0.84
February,278.1,93.05,1.0,26.5,6.47,7.34,2.22
February,278.1,93.05,1.0,26.5,6.47,7.34,4.72
February,278.1,93.05,1.0,26.5,6.47,7.34,2.16
February,278.1,93.05,1.0,26.5,6.47,7.34,3.23
February,278.1,93.05,1.0,26.5,6.47,7.34,2.05
February,278.1,93.05,1.0,26.5,6.47,7.34,1.44
February,278.1,93.05,1.0,26.5,6.47,7.34,4.92
February,278.1,93.05,1.0,26.5,6.47,7.34,2.11
February,278.1,93.05,1.0,26.5,6.47,7.34,4.48
February,278.1,93.05,1.0,26.5,6.47,7.34,1.23
February,278.1,93.05,1.0,26.5,6.47,7.34,1.14
February,278.1,93.05,1.0,26.5,6.47,7.34,0.25
February,278.1,93.05,1.0,26.5,6.47,7.34,3.29
February,278.1,93.05,1.0,26.5,6.47,7.34,1.91
February,278.1,93.05,1.0,26.5,6.47,7.34,4.34
February,278.1,93.05,1.0,26.5,6.47,7.34,2.42
February,278.1,93.05,1.0,26.5,6.47,7.34,4.84
February,278.1,93.05,1.0,26.5,6.47,7.34,1.01
February,278.1,93.05,1.0,26.5,6.47,7.34,4.36
February,278.1,93.05,1.0,26.5,6.47,7.34,3.91
February,278.1,93.05,1.0,26.5,6.47,7.34,3.88
February,278.1,93.05,1.0,26.5,6.47,7.34,4.24
February,278.1,93.05,1.0,26.5,6.47,7.34,3.83
February,278.1,93.05,1.0,26.5,6.47,7.34,3.17
February,278.1,93.05,1.0,26.5,6.47,7.34,0.74
February,278.1,93.05,1.0,26.5,6.47,7.34,0.26
February,278.1,93.05,1.0,26.5,6.47,7.34,4.61
February,278.1,93.05,1.0,26.5,6.47,7.34,3.12
February,278.1,93.05,1.0,26.5,6.47,7.34,4.0
February,278.1,93.05,1.0,26.5,6.47,7.34,2.46
February,278.1,93.05,1.0,26.5,6.47,7.34,0.67
February,278.1,93.05,1.0,26.5,6.47,7.34,0.71
February,278.1,93.05,1.0,26.5,6.47,7.34,3.46
February,278.1,93.05,1.0,26.5,6.47,7.34,2.21
February,278.1,93.05,1.0,26.5,6.47,7.34,1.08
February,278.1,93.05,1.0,26.5,6.47,7.34,2.51
February,278.1,93.05,1.0,26.5,6.47,7.34,0.41
February,278.1,93.05,1.0,26.5,6.47,7.34,2.95
February,278.1,93.05,1.0,26.5,6.47,7.34,1.42
February,278.1,93.05,1.0,26.5,6.47,7.34,4.01
February,278.1,93.05,1.0,26.5,6.47,7.34,1.62
February,278.1,93.05,1.0,26.5,6.47,7.34,2.33
February,278.1,93.05,1.0,26.5,6.47,7.34,0.16
February,278.1,93.05,1.0,26.5,6.47,7.34,0.45
February,278.1,93.05,1.0,26.5,6.47,7.34,2.02
February,278.1,93.05,1.0,26.5,6.47,7.34,2.45
February,278.1,93.05,1.0,26.5,6.47,7.34,3.04
February,278.1,93.05,1.0,26.5,6.47,7.34,1.53
February,278.1,93.05,1.0,26.5,6.47,7.34,3.51
February,278.1,93.05,1.0,26.5,6.47,7.34,4.31
February,278.1,93.05,1.0,26.5,6.47,7.34,3.92
February,278.1,93.05,1.0,26.5,6.47,7.34,0.29
February,278.1,93.05,1.0,26.5,6.47,7.34,2.45
February,278.1,93.05,1.0,26.5,6.47,7.34,0.61
February,278.1,93.05,1.0,26.5,6.47,7.34,1.29
February,278.1,93.05,1.0,26.5,6.47,7.34,4.93
February,278.1,93.05,1.0,26.5,6.47,7.34,0.8
February,278.1,93.05,1.0,26.5,6.47,7.34,2.54
February,278.1,93.05,1.0,26.5,6.47,7.34,3.13
February,278.1,93.05,1.0,26.5,6.47,7.34,3.54
February,278.1,93.05,1.0,26.5,6.47,7.34,2.84
February,278.1,93.05,1.0,26.5,6.47,7.34,0.15
February,278.1,93.05,1.0,26.5,6.47,7.34,1.7
February,278.1,93.05,1.0,26.5,6.47,7.34,2.64
February,278.1,93.05,1.0,26.5,6.47,7.34,0.53
February,278.1,93.05,1.0,26.5,6.47,7.34,1.82
February,278.1,93.05,1.0,26.5,6.47,7.34,0.26
February,278.1,93.05,1.0,26.5,6.47,7.34,0.49
February,278.1,93.05,1.0,26.5,6.47,7.34,2.04
February,278.1,93.05,1.0,26.5,6.47,7.34,0.75
February,278.1,93.05,1.0,26.5,6.47,7.34,2.88
February,278.1,93.05,1.0,26.5,6.47,7.34,3.48
February,278.1,93.05,1.0,26.5,6.47,7.34,4.02
February,278.1,93.05,1.0,26.5,6.47,7.34,1.08
February,278.1,93.05,1.0,26.5,6.47,7.34,0.92
February,278.1,93.05,1.0,26.5,6.47,7.34,0.61
February,278.1,93.05,1.0,26.5,6.47,7.34,3.22
February,278.1,93.05,1.0,26.5,6.47,7.34,3.56
February,278.1,93.05,1.0,26.5,6.47,7.34,0.25
February,278.1,93.05,1.0,26.5,6.47,7.34,4.69
February,278.1,93.05,1.0,26.5,6.47,7.34,0.35
February,278.1,93.05,1.0,26.5,6.47,7.34,2.75
February,278.1,93.05,1.0,26.5,6.47,7.34,3.57
February,278.1,93.05,1.0,26.5,6.47,7.34,4.37
February,278.1,93.05,1.0,26.5,6.47,7.34,3.6
February,278.1,93.05,1.0,26.5,6.47,7.34,4.03
February,278.1,93.05,1.0,26.5,6.47,7.34,1.76
February,278.1,93.05,1.0,26.5,6.47,7.34,4.09
February,278.1,93.05,1.0,26.5,6.47,7.34,0.49
February,278.1,93.05,1.0,26.5,6.47,7.34,4.48
February,278.1,93.05,1.0,26.5,6.47,7.34,2.78
February,278.1,93.05,1.0,26.5,6.47,7.34,4.1
February,278.1,93.05,1.0,26.5,6.47,7.34,2.32
February,278.1,93.05,1.0,26.5,6.47,7.34,3.25
February,278.1,93.05,1.0,26.5,6.47,7.34,2.68
February,278.1,93.05,1.0,26.5,6.47,7.34,3.68
February,278.1,93.05,1.0,26.5,6.47,7.34,0.5
February,278.1,93.05,1.0,26.5,6.47,7.34,0.4
February,278.1,93.05,1.0,26.5,6.47,7.34,1.31
February,278.1,93.05,1.0,26.5,6.47,7.34,0.88
February,278.1,93.05,1.0,26.5,6.47,7.34,4.37
February,278.1,93.05,1.0,26.5,6.47,7.34,1.17
February,278.1,93.05,1.0,26.5,6.47,7.34,4.88
February,278.1,93.05,1.0,26.5,6.47,7.34,1.75
February,278.1,93.05,1.0,26.5,6.47,7.34,0.99
February,278.1,93.05,1.0,26.5,6.47,7.34,3.97
February,278.1,93.05,1.0,26.5,6.47,7.34,3.33
February,278.1,93.05,1.0,26.5,6.47,7.34,2.54
February,278.1,93.05,1.0,26.5,6.47,7.34,2.82
February,278.1,93.05,1.0,26.5,6.47,7.34,3.62
February,278.1,93.05,1.0,26.5,6.47,7.34,1.22
February,278.1,93.05,1.0,26.5,6.47,7.34,4.98
February,278.1,93.05,1.0,26.5,6.47,7.34,4.88
February,278.1,93.05,1.0,26.5,6.47,7.34,3.29
February,278.1,93.05,1.0,26.5,6.47,7.34,1.08
February,278.1,93.05,1.0,26.5,6.47,7.34,3.43
February,278.1,93.05,1.0,26.5,6.47,7.34,0.45
February,278.1,93.05,1.0,26.5,6.47,7.34,0.25
February,278.1,93.05,1.0,26.5,6.47,7.34,1.36
February,278.1,93.05,1.0,26.5,6.47,7.34,2.37
February,278.1,93.05,1.0,26.5,6.47,7.34,4.35
February,278.1,93.05,1.0,26.5,6.47,7.34,3.66
February,278.1,93.05,1.0,26.5,6.47,7.34,3.74
February,278.1,93.05,1.0,26.5,6.47,7.34,2.18
February,278.1,93.05,1.0,26.5,6.47,7.34,1.8
February,278.1,93.05,1.0,26.5,6.47,7.34,1.92
February,278.1,93.05,1.0,26.5,6.47,7.34,4.94
February,278.1,93.05,1.0,26.5,6.47,7.34,0.3
February,278.1,93.05,1.0,26.5,6.47,7.34,4.35
February,278.1,93.05,1.0,26.5,6.47,7.34,2.94
February,278.1,93.05,1.0,26.5,6.47,7.34,2.25
February,278.1,93.05,1.0,26.5,6.47,7.34,3.65
February,278.1,93.05,1.0,26.5,6.47,7.34,2.48
February,278.1,93.05,1.0,26.5,6.47,7.34,4.38
February,278.1,93.05,1.0,26.5,6.47,7.34,4.51
February,278.1,93.05,1.0,26.5,6.47,7.34,2.17
February,278.1,93.05,1.0,26.5,6.47,7.34,1.46
February,278.1,93.05,1.0,26.5,6.47,7.34,3.0
February,278.1,93.05,1.0,26.5,6.47,7.34,4.57
February,278.1,93.05,1.0,26.5,6.47,7.34,1.13
February,278.1,93.05,1.0,26.5,6.47,7.34,3.15
February,278.1,93.05,1.0,26.5,6.47,7.34,3.19
February,278.1,93.05,1.0,26.5,6.47,7.34,3.69
February,278.1,93.05,1.0,26.5,6.47,7.34,0.74
February,278.1,93.05,1.0,26.5,6.47,7.34,3.61
February,278.1,93.05,1.0,26.5,6.47,7.34,4.55
February,278.1,93.05,1.0,26.5,6.47,7.34,0.98
February,278.1,93.05,1.0,26.5,6.47,7.34,1.26
February,278.1,93.05,1.0,26.5,6.47,7.34,4.86
February,278.1,93.05,1.0,26.5,6.47,7.34,0.99
February,278.1,93.05,1.0,26.5,6.47,7.34,4.29
February,278.1,93.05,1.0,26.5,6.47,7.34,2.51
February,278.1,93.05,1.0,26.5,6.47,7.34,1.31
February,278.1,93.05,1.0,26.5,6.47,7.34,4.37
February,278.1,93.05,1.0,26.5,6.47,7.34,2.28
February,278.1,93.05,1.0,26.5,6.47,7.34,2.62
February,278.1,93.05,1.0,26.5,6.47,7.34,1.86
February,278.1,93.05,1.0,26.5,6.47,7.34,3.01
February,278.1,93.05,1.0,26.5,6.47,7.34,0.9
February,278.1,93.05,1.0,26.5,6.47,7.34,2.02
February,278.1,93.05,1.0,26.5,6.47,7.34,4.85
February,278.1,93.05,1.0,26.5,6.47,7.34,1.36
February,278.1,93.05,1.0,26.5,6.47,7.34,3.32
February,278.1,93.05,1.0,26.5,6.47,7.34,1.69
February,278.1,93.05,1.0,26.5,6.47,7.34,3.89
February,278.1,93.05,1.0,26.5,6.47,7.34,0.74
February,278.1,93.05,1.0,26.5,6.47,7.34,4.85
February,278.1,93.05,1.0,26.5,6.47,7.34,2.32
February,278.1,93.05,1.0,26.5,6.47,7.34,1.26
February,278.1,93.05,1.0,26.5,6.47,7.34,0.46
February,278.1,93.05,1.0,26.5,6.47,7.34,0.93
February,278.1,93.05,1.0,26.5,6.47,7.34,2.65
February,278.1,93.05,1.0,26.5,6.47,7.34,1.75
February,278.1,93.05,1.0,26.5,6.47,7.34,4.16
February,278.1,93.05,1.0,26.5,6.47,7.34,2.21
February,278.1,93.05,1.0,26.5,6.47,7.34,1.32
February,278.54,93.22,1.0,26.6,6.54,7.37,3.12
February,278.98,93.39,1.0,26.69,6.62,7.41,3.56
February,279.43,93.56,1.0,26.79,6.69,7.44,0.92
February,279.87,93.73,1.0,26.89,6.77,7.47,0.92
February,280.31,93.91,1.0,26.99,6.84,7.51,0.28
February,280.75,94.08,1.0,27.08,6.92,7.54,3.71
February,281.19,94.25,1.0,27.18,6.99,7.57,3.35
February,281.64,94.42,1.0,27.28,7.07,7.61,2.43
February,282.08,94.59,1.0,27.38,7.14,7.64,4.24
February,282.52,94.76,1.0,27.47,7.22,7.67,4.05
February,282.96,94.93,1.0,27.57,7.29,7.7,2.97
February,283.41,95.1,1.0,27.67,7.37,7.74,4.35
February,283.85,95.27,1.0,27.77,7.44,7.77,1.11
February,284.29,95.44,1.0,27.86,7.52,7.8,0.65
February,284.73,95.62,1.0,27.96,7.59,7.84,1.42
February,285.17,95.79,1.0,28.06,7.67,7.87,0.38
February,285.62,95.96,1.0,28.16,7.74,7.9,2.7
February,286.06,96.13,1.0,28.25,7.82,7.94,4.69
March,286.5,96.3,1.0,28.35,7.89,7.97,0.29
March,286.5,96.3,1.0,28.35,7.89,7.97,0.7
March,286.5,96.3,1.0,28.35,7.89,7.97,2.32
March,286.5,96.3,1.0,28.35,7.89,7.97,4.68
March,286.5,96.3,1.0,28.35,7.89,7.97,1.65
March,286.5,96.3,1.0,28.35,7.89,7.97,2.59
March,286.5,96.3,1.0,28.35,7.89,7.97,0.3
March,286.5,96.3,1.0,28.35,7.89,7.97,0.83
March,286.5,96.3,1.0,28.35,7.89,7.97,4.93
March,286.5,96.3,1.0,28.35,7.89,7.97,4.83
March,286.5,96.3,1.0,28.35,7.89,7.97,0.12
March,286.5,96.3,1.0,28.35,7.89,7.97,4.76
March,286.5,96.3,1.0,28.35,7.89,7.97,3.23
March,286.5,96.3,1.0,28.35,7.89,7.97,4.35
March,286.5,96.3,1.0,28.35,7.89,7.97,2.33
March,286.5,96.3,1.0,28.35,7.89,7.97,2.63
March,286.5,96.3,1.0,28.35,7.89,7.97,2.5
March,286.5,96.3,1.0,28.35,7.89,7.97,3.37
March,286.5,96.3,1.0,28.35,7.89,7.97,0.78
March,286.5,96.3,1.0,28.35,7.89,7.97,0.25
March,286.5,96.3,1.0,28.35,7.89,7.97,1.61
March,286.5,96.3,1.0,28.35,7.89,7.97,3.55
March,286.5,96.3,1.0,28.35,7.89,7.97,1.09
March,286.5,96.3,1.0,28.35,7.89,7.97,3.4
March,286.5,96.3,1.0,28.35,7.89,7.97,4.85
March,286.5,96.3,1.0,28.35,7.89,7.97,0.56
March,286.5,96.3,1.0,28.35,7.89,7.97,3.4
March,286.5,96.3,1.0,28.35,7.89,7.97,2.27
March,286.5,96.3,1.0,28.35,7.89,7.97,4.35
March,286.5,96.3,1.0,28.35,7.89,7.97,0.97
March,286.5,96.3,1.0,28.35,7.89,7.97,3.49
March,286.5,96.3,1.0,28.35,7.89,7.97,4.21
March,286.5,96.3,1.0,28.35,7.89,7.97,4.73
March,286.5,96.3,1.0,28.35,7.89,7.97,3.45
March,286.5,96.3,1.0,28.35,7.89,7.97,2.54
March,286.5,96.3,1.0,28.35,7.89,7.97,3.13
March,286.5,96.3,1.0,28.35,7.89,7.97,4.36
March,286.5,96.3,1.0,28.35,7.89,7.97,2.9
March,286.5,96.3,1.0,28.35,7.89,7.97,0.25
March,286.5,96.3,1.0,28.35,7.89,7.97,4.66
March,286.5,96.3,1.0,28.35,7.89,7.97,3.48
March,286.5,96.3,1.0,28.35,7.89,7.97,3.41
March,286.5,96.3,1.0,28.35,7.89,7.97,1.16
March,286.5,96.3,1.0,28.35,7.89,7.97,3.33
March,286.5,96.3,1.0,28.35,7.89,7.97,2.03
March,286.5,96.3,1.0,28.35,7.89,7.97,3.29
March,286.5,96.3,1.0,28.35,7.89,7.97,0.62
March,286.5,96.3,1.0,28.35,7.89,7.97,3.32
March,286.5,96.3,1.0,28.35,7.89,7.97,5.0
March,286.5,96.3,1.0,28.35,7.89,7.97,0.34
